Mean_Temp,Max_Temp,Total_Rain,Rain_Days,Temp_Variability,Mean_Humidity,Total_GDD,Mean_Solar,Early_Rain_30pct,Late_Rain_30pct,Duration_Weeks,Yield,Distance_to_Real
28.190805,39.315823,1532.4344,19.632347,1.4385201,79.32385,445.63107,202.40298,437.4436,89.56752,23.169125,2.196632545113595,1.0295838973824791
27.26709,42.7142,0.0,5.7540507,4.052549,52.794964,468.8647,257.99084,0.0,43.8179,25.540129,2.9730199595459097,0.5714632825000101
27.954733,38.281494,1828.3456,20.6186,1.3479855,81.36695,433.20486,193.91797,552.90393,131.35042,22.961586,2.606548367918879,0.9859097944769994
27.525091,40.529922,798.6727,16.110704,2.2068393,72.69587,423.70303,225.63326,206.21985,82.465294,22.745796,2.209632620773034,1.1218970663259646
27.219082,41.649788,228.2102,9.439041,3.4534168,60.463512,446.57184,248.44073,43.74988,71.289116,24.192928,2.2279506012644226,1.1517649016657634
27.451664,42.867386,0.0,4.85019,4.198641,51.161484,481.14072,256.52914,4.601824,39.362644,25.764334,2.576273412701322,0.4765180624012314
27.350935,42.57598,8.048469,5.5025144,4.0627112,53.05612,475.10132,255.86122,8.193453,52.460793,25.581024,2.7744480174107435,0.6039792554825699
27.947903,36.46957,2716.5574,21.720877,1.1069613,84.5885,430.06674,177.44846,831.6885,192.783,23.229582,2.628923214657019,0.5717080448496505
28.116764,39.14408,1449.4691,19.979668,1.4254168,79.69708,437.6241,200.94963,420.8296,94.68782,22.862665,2.9022562499511255,1.0918554806685363
27.343878,42.575233,28.160772,6.1209993,4.034601,53.72876,473.87427,256.75916,1.5723592,51.508392,25.58773,2.672743332046969,0.6086978471606919
27.973835,38.087646,1806.9434,20.148485,1.3296005,80.866066,430.20203,192.07294,536.25555,129.71115,22.765976,2.390198940645531,0.9695935973487555
27.439909,41.543457,522.9615,13.382968,2.8603992,66.90098,455.87668,241.8586,95.617294,79.86574,24.635073,2.0113680356870467,1.5209174325988175
28.147566,40.229805,1171.9224,19.654673,1.5911306,78.5768,443.0723,212.65555,331.49054,70.10688,23.17493,2.2413014730051337,0.9836941426115167
27.149805,38.51855,1413.404,17.99981,1.5844266,75.997536,382.1042,207.59895,432.69238,123.24096,20.725311,2.668555622422835,1.378218678667263
27.583126,40.28494,995.05194,18.09868,1.912865,75.28133,429.56314,220.89058,227.81612,94.87627,22.90385,1.9760171561575808,0.8693207093706362
27.289936,42.16964,287.01428,9.011258,3.5722432,60.603348,465.21164,253.80939,23.301226,75.976265,25.482315,2.6180992858675074,1.0670247735978766
27.995773,38.9733,1459.5752,20.093576,1.4578187,80.29051,435.63223,199.44814,429.89822,109.05186,22.999197,1.9779144336656649,1.2086394735417039
27.890608,39.52043,1287.3254,19.61753,1.5764457,79.16141,435.3777,206.7907,346.78967,103.094635,22.961405,1.9533931635200852,0.9179426626365133
27.846693,36.026337,2620.2544,20.170023,1.1049733,82.19043,421.47476,176.06113,781.2053,190.78894,22.6756,2.7263002948790773,0.42822588805166156
27.317644,42.553417,24.317144,5.820605,3.9862902,53.81389,472.88663,255.96051,0.0,53.491478,25.478155,2.4991500746755464,0.6376112976075886
27.648584,41.318157,661.0299,14.499419,2.6171534,70.13358,438.853,236.7529,148.0075,70.45176,23.76996,2.1554180053719705,1.22466757151662
27.246336,42.27446,152.39056,7.7409015,3.7713697,57.71169,461.79724,255.71614,9.128359,64.9261,25.32621,2.48193354614417,0.8061073151898005
28.16423,39.9929,1241.6617,19.611774,1.5979661,78.567795,442.28622,210.34459,353.65323,74.70304,23.201763,2.0598581891711163,0.9395976990946824
27.302778,41.860996,334.7245,10.038199,3.333649,62.489147,448.33282,249.34505,49.280155,62.201595,24.496096,1.722464941344425,1.2381916122779457
27.176397,42.231884,120.790474,7.153016,3.7898364,57.216965,461.69437,256.19324,0.94752705,72.43662,25.28318,3.3160869380869085,0.838627000072915
28.21606,39.76487,1430.677,19.084562,1.6137574,78.52475,453.72424,207.56586,398.1788,82.817215,23.60296,2.0840032911711903,0.8672315012577236
27.49267,40.40671,894.50946,18.096724,1.9585682,74.77267,424.79315,223.01071,203.64417,94.887436,22.690676,2.0720636550229234,0.9494156599753013
27.848894,37.673058,2031.524,20.409971,1.3079451,81.4794,429.21368,189.89227,613.87537,150.19807,22.854027,2.4562450402213445,1.0772825014826575
27.463932,43.015087,0.0,4.0738325,4.278668,49.525974,484.877,257.50348,0.0,34.54611,25.80152,3.3023370486550108,0.5391569101522717
27.210419,42.231766,130.1214,7.48474,3.7444787,57.247734,462.089,254.86148,6.8193073,62.61002,25.207836,2.4021004476003367,0.7655537099109812
27.112694,41.99692,184.28882,8.333668,3.61821,58.90616,452.8228,254.83977,15.389666,81.102455,24.943886,2.4309331497877005,1.0376807334538884
27.91506,41.102192,890.42145,17.577776,2.1311314,74.97715,451.58893,228.30347,211.76799,74.805,24.037941,1.6390835551075886,0.938310482949043
27.324268,42.29987,226.05957,8.083606,3.7221048,58.516506,464.34735,255.03426,18.055452,70.5088,25.384182,2.4124203510741444,0.8997803308360667
27.166306,42.022873,168.00146,7.9901156,3.7034302,58.52189,453.24805,255.04314,14.700167,76.87974,24.89393,2.2637469138883315,0.9628871202117031
27.841448,37.575867,2093.2593,20.588451,1.2887799,81.86609,429.29855,188.89212,633.90576,155.01291,22.891258,2.420582151869263,0.9847079710085589
27.36447,41.705414,401.43723,10.872746,3.2077913,63.706566,445.7542,246.94063,64.95506,63.222343,24.34459,2.2622813438869223,1.4012750468919368
27.323837,42.64581,37.19129,6.1883287,3.9834,54.001385,469.37668,256.66373,0.45070088,47.274128,25.440256,2.6023271884067136,0.5927981158167207
28.206724,39.62011,1338.2745,19.784039,1.4638207,78.966995,437.07526,205.88792,392.21182,74.93051,22.794493,2.3908779646113536,0.9925740776719131
27.991825,40.42126,1084.6316,18.691906,1.8535028,75.79032,420.83804,221.59714,263.94907,58.894432,22.426428,1.8299501080775333,0.9758463387781335
27.807241,36.01417,2769.4421,20.762255,1.1057582,82.857704,422.88715,176.85275,845.4641,198.23213,22.8185,2.3475343826573187,0.6388933849454486
27.921797,41.04017,901.79266,16.900518,2.190467,74.524956,451.09793,227.3696,228.38986,71.798096,23.926605,1.8499365560407754,0.9537298481819138
28.071701,38.30424,1735.4597,20.127028,1.311326,80.46286,434.46402,193.11809,507.5141,118.70695,22.78376,3.231039440741227,0.9269278124507506
27.406267,41.558334,419.33618,12.098299,3.0286129,65.028534,449.19675,243.84741,86.63936,73.08568,24.304617,2.346245557290113,1.4492034938996974
28.176796,39.756107,1279.9956,19.789625,1.4634926,78.815125,436.83112,207.3143,376.91348,71.30536,22.734682,2.5084153322197906,0.9702943652049356
28.265585,37.860237,1939.229,20.369621,1.3121157,81.792694,437.39203,186.5895,556.1546,133.01547,23.20421,2.8232808667297444,0.9016816978150876
27.355812,42.622135,146.32422,7.253109,3.86271,56.313503,469.99344,256.94043,9.294268,57.672474,25.6829,3.1240756748971856,0.7081472651231268
27.179083,42.208523,139.4549,7.2866907,3.7637234,57.656425,462.59714,256.25876,2.6294575,77.23774,25.339584,2.814602321187472,0.891708820762434
27.31656,42.105843,323.09113,9.869604,3.4465861,62.05495,462.4983,251.94809,34.8306,75.399185,25.284454,2.3234164204948105,1.1976141020613429
27.495848,37.741543,1791.8864,20.458786,1.2642244,80.544624,399.113,192.46301,532.0627,147.30673,21.565489,2.381840271930783,1.1322372719829943
27.693407,41.110302,747.1194,15.461835,2.4007037,71.836174,434.24008,233.40997,165.49348,65.70355,23.467028,1.730213798020803,1.1311345779354198
27.807632,41.120815,864.4635,17.680912,2.1561754,74.66485,450.68964,229.32455,190.84877,80.86789,24.019365,1.7993332588256612,0.9300346174974863
26.22134,38.132465,926.04504,14.162451,1.421801,70.06595,329.24768,209.7231,226.40118,91.80834,17.79948,2.8606166416432046,2.254095470426071
27.434576,43.060295,0.0,4.1777,4.3041844,49.250015,482.31424,258.19388,0.0,29.995426,25.836384,2.452465748443879,0.5323942262215106
27.167236,42.414303,50.4394,7.122345,3.8057666,56.27664,447.89163,256.54803,0.0,46.190056,24.549925,2.880682582056567,0.7403957290563825
27.502222,41.47425,548.70636,12.507305,2.9465795,66.64294,439.7998,242.66518,97.88983,66.06377,23.998518,2.1577122127971355,1.503677855243129
27.904806,38.60707,1606.2838,19.949354,1.4183551,80.226944,434.79544,197.31355,473.13855,120.46696,22.900627,2.2257146874235616,1.1435937225201531
28.260424,38.197792,1921.9746,19.791101,1.4100138,80.76467,447.0917,190.74548,538.98285,125.87094,23.529945,2.097315610511168,0.9057861019922027
28.20881,39.643467,1362.4137,19.662933,1.5359422,79.070015,442.36246,206.08357,388.23755,80.12259,23.110004,2.276403223096052,0.9532449967604407
27.284737,42.104057,297.18494,9.474361,3.5057151,61.227238,462.77454,252.76874,28.369127,76.47281,25.347515,2.5876652424568536,1.1313005485333478
27.273375,39.300976,1074.7526,17.520203,1.8156164,74.513596,401.48294,214.02242,312.70618,106.825745,21.47446,2.3268790789605243,0.9438807171781811
27.83435,36.825157,2366.9236,20.382038,1.1975256,81.81143,424.91486,183.31029,715.116,171.06604,22.727943,2.426569487910743,0.5213737003404442
27.379677,43.14025,0.0,4.1387234,4.2982516,49.308777,478.14606,260.22482,0.0,32.56084,25.825565,2.9318930662144753,0.5847703511925988
28.13007,38.851807,1639.8486,20.669447,1.3543454,81.36009,439.2003,196.64706,485.97626,109.57215,23.083094,2.3401493991328177,1.011576451693016
27.229954,42.08925,256.15607,8.906927,3.564717,60.511536,459.3719,253.71603,22.788515,75.967674,25.205357,1.7759334227885648,1.063060298760789
27.262968,42.302765,175.2475,7.678704,3.7370045,57.86698,465.44412,255.28534,9.3239,67.70164,25.394896,2.5405538304633764,0.8314960762515546
27.815825,36.317116,2581.7334,20.50261,1.140492,82.37437,422.9912,179.09097,781.0601,187.10025,22.74833,2.6718649111107537,0.4102625255408879
28.069683,40.84816,1015.3137,19.014856,1.8262646,77.29209,444.78488,221.93767,270.5957,67.50688,23.593225,1.3131403269824122,0.9769533915056138
27.221863,42.24677,90.24183,6.8606524,3.8706882,56.086086,465.3408,255.85431,7.166979,67.110245,25.318712,2.989011170726075,0.745966948667702
26.890806,39.191143,912.14703,15.804326,1.6794014,72.25503,376.94745,215.37231,231.94495,89.47563,20.195042,2.1369069549344837,1.3654816505120977
28.135288,40.23924,1175.506,19.694492,1.6111679,78.79385,444.33252,212.89981,327.49567,74.53187,23.331953,1.4920045029132638,0.9813623658360816
28.01287,36.525986,2432.2493,20.040922,1.1794693,81.77025,427.442,178.5508,721.15967,173.24757,22.911423,2.638553771346552,0.4193307500562015
28.226244,36.388664,2762.1692,21.619274,1.0820502,84.94518,437.59067,173.66937,831.73035,186.73212,23.619173,2.255544406938505,0.5537226859366187
27.545273,41.152332,633.14496,13.210381,2.7335815,67.88681,436.29984,237.81805,132.50386,60.791603,23.497473,2.184207910231864,1.368933437846574
27.815258,38.86876,1464.7078,19.689789,1.4603784,79.58335,427.08414,200.39021,393.3843,118.95924,22.635004,2.1529191146012483,1.1160160833502917
27.982847,40.95079,967.99835,18.402657,2.020428,76.56038,454.0326,223.87868,241.39542,77.62632,23.956408,1.6871196465677558,0.963348375140494
27.007837,37.631973,1508.6842,18.699911,1.2505785,77.0168,366.04913,197.47127,434.88104,132.54248,19.65265,1.9781281569878237,1.61524027285153
27.275187,42.198734,153.75421,7.6337986,3.8033755,57.511345,461.375,255.28479,27.95267,69.49161,25.428835,2.150843741644453,0.8211336531679575
27.510342,43.64657,0.0,3.1871116,4.5428386,47.341984,490.89383,263.42062,0.0,24.580093,26.38775,2.9435862791382155,0.6610389874022831
27.802076,38.380447,1679.673,20.569654,1.3822412,80.83131,426.1349,196.02219,505.04437,132.49316,22.687996,2.944360318886928,1.133350242229515
28.215105,39.726288,1286.982,19.794226,1.5025592,78.85028,436.1212,207.20026,377.4111,72.65567,22.84146,2.0251024855376736,0.9792781522876248
27.756529,38.367573,1685.6245,20.205257,1.4049357,79.98545,421.80957,197.35117,518.2573,128.36359,22.459389,2.4611206582313074,1.0892316869283392
27.9134,38.614063,1820.2758,20.451494,1.3741494,80.998474,436.78613,198.09651,551.0105,125.09449,23.01713,2.562081437199374,1.0173867028102022
27.212307,42.005695,203.14368,8.459475,3.6351323,59.384575,452.387,253.81195,27.963366,76.39948,24.93614,2.4511195542391353,1.010602987506794
27.265224,42.400196,89.783455,6.731003,3.8878539,55.691734,466.61093,255.70015,6.584627,59.522316,25.39034,2.7263046428462316,0.685829105981706
27.871708,41.181522,844.34155,17.332155,2.2047668,74.18022,445.84116,230.35347,198.60173,72.05544,23.80301,1.4504259575589622,0.9467717698403477
27.812696,36.554665,2273.7483,20.975899,1.0026444,82.97682,407.3088,176.43524,661.2269,174.03046,22.055962,2.5728970036654935,0.6619868288304696
27.404398,41.61638,466.73645,11.198157,3.120671,64.91126,436.28854,246.36743,69.006744,61.02125,23.960436,2.262394714708071,1.4707801555359639
27.939802,40.21046,1066.4775,17.967627,1.8476214,75.24156,427.99994,218.94774,280.89587,60.34834,22.645275,1.774567067713068,1.0765140305118523
27.938004,40.76914,960.88885,18.258303,1.941665,75.77991,431.81665,224.46808,243.81682,63.28493,23.089588,1.6496590231331494,0.930994202795642
28.159115,40.233902,1142.5867,19.723679,1.5783466,78.049034,436.86526,213.22003,331.54895,65.07398,23.027887,2.0921179313601415,1.0056600906436115
27.992607,40.3518,1084.5725,18.463673,1.8031962,76.17349,428.66846,219.26717,281.2783,60.887627,22.636452,1.808339144726704,1.0302754452708687
27.284185,42.510845,36.313118,5.903419,3.9806225,54.357536,470.9803,256.75922,0.0,61.242256,25.512087,2.828576354454957,0.702065920313182
27.854929,41.229015,839.99896,17.109285,2.223839,74.20961,447.4287,231.13039,191.14221,71.48629,23.9611,1.5308496427957974,0.9522423818400486
28.22182,37.72361,1968.8196,20.34175,1.2866739,81.75758,437.22052,185.41171,566.7437,137.28867,23.159315,2.4738335822331305,0.9085679205445526
27.208097,42.381554,86.91657,6.698798,3.8821123,56.243557,461.88184,257.54907,0.0,70.028114,25.292143,2.7963093796119782,0.8079964211572693
28.143843,40.30031,1176.3604,19.350716,1.6832898,77.89424,441.84814,214.31346,328.15924,69.57393,23.228218,2.3699610609807698,0.9558637642958226
27.972641,38.65733,1647.6582,20.261675,1.3911622,80.62092,434.7975,197.15553,490.84164,117.460396,22.92622,2.157161413820918,1.0650789196120205
27.215393,42.12112,217.93945,8.118639,3.6498287,59.18974,464.34137,254.59749,13.785967,77.566666,25.415766,2.8195313113291016,0.9674290386762064
27.747936,38.847946,1480.0157,19.769903,1.4671533,79.89896,424.4519,200.79445,400.60114,123.15215,22.474552,2.407112530795731,1.1361654860711212
27.435125,40.918346,751.2722,16.460371,2.280069,72.06411,436.26663,231.24446,152.88425,90.61713,23.531355,1.875011725201189,1.092288639650087
28.124063,38.445072,1644.1324,20.205976,1.3418163,80.57295,433.3443,193.61012,482.66827,114.0313,22.806412,3.0802661205730244,0.9786501235499317
28.280655,39.67593,1413.0818,19.790848,1.4645969,78.80937,438.14844,206.288,401.06247,70.74819,22.824722,2.3326784019212803,0.9558869512588978
27.246317,42.331543,124.53474,7.475918,3.7941022,56.97607,462.98254,255.7358,4.559374,60.1097,25.296303,2.4940114954374137,0.7419298098811655
23.884129,35.17029,475.99316,6.6533623,0.68915164,57.96738,147.25049,199.35817,133.7033,53.461422,8.559803,2.689097054049306,2.515953326767001
27.845846,38.6451,1486.7227,20.43354,1.3325912,80.54184,423.84006,196.28221,419.47726,117.03966,22.200663,2.25006154746752,1.2357822763643627
27.408415,42.82685,0.0,5.23851,4.142056,52.261925,476.76697,257.51227,0.0,46.504707,25.680956,2.760091693734416,0.5345974370767604
27.263348,42.476284,91.410164,6.733294,3.9025986,55.8628,465.00143,257.1282,0.0,62.761593,25.392317,2.841865687135186,0.7404450322976472
27.2706,42.136757,178.75085,8.039624,3.7160103,58.284424,461.15826,254.34589,26.62221,67.13075,25.319141,2.1703402476762967,0.844743802771244
26.080647,39.519066,387.4762,10.134037,2.2944045,62.32839,353.26605,229.11633,64.539215,73.73624,19.359632,2.2840667755460644,2.3922342665334564
27.45828,41.75364,448.19803,11.22012,3.146,65.26453,454.1283,245.6095,81.31842,70.18921,24.585596,2.6208713298212944,1.4178033535352323
27.338959,41.84822,388.61612,10.331464,3.3213098,63.20735,445.90256,249.21179,51.817234,66.57427,24.47132,2.225781515727833,1.3325066884557761
27.16775,42.91827,0.0,5.3214426,4.1065464,51.722237,459.35922,261.02103,0.0,35.470898,25.429955,2.51802655182895,0.6284904793720213
27.244436,42.34071,166.48132,8.000062,3.6845076,57.612717,458.17645,255.28514,25.143236,59.011612,25.37225,2.9725368799877714,0.8023913359572542
28.270624,37.986214,1999.4358,21.009485,1.2535267,82.89121,440.07397,186.76842,590.3108,133.01178,23.356346,2.4734848694843787,0.8852110466739466
26.480541,40.664017,222.13019,8.1844225,3.0590792,58.846455,393.10425,242.31009,34.98351,73.31576,21.635235,2.5584118586156674,1.5248348159717238
28.108318,40.400978,1125.5442,19.406458,1.6602899,78.24356,443.5667,215.54771,306.82803,71.682816,23.37796,2.0409565201827933,1.0206609143733651
27.906693,37.256245,2120.113,20.410675,1.2118243,81.89623,426.86807,184.96956,626.8565,156.94258,22.727312,2.5979530057494293,0.8747966375379079
26.48427,38.02697,1054.754,14.8392315,1.3425983,71.89351,335.14673,204.4789,290.56512,88.542786,18.048405,2.32943908553346,2.0956867964958663
27.14987,42.10241,175.94385,7.8938127,3.6918654,58.693886,458.3758,255.51347,8.131517,76.71354,25.21534,2.821931247690926,0.947144996903396
27.84442,37.272804,2113.4546,20.357069,1.2240086,81.7866,426.2271,185.83443,626.5094,158.51016,22.696167,2.4870440829659324,0.8806958428737763
28.08925,40.315617,1162.7863,17.888472,1.8402929,76.33336,446.48962,216.04913,323.16284,66.77291,23.554384,2.1869427242436275,0.9754989529834566
28.172604,38.457485,1675.3549,20.275507,1.2864612,80.63221,431.83353,193.41618,491.3971,107.39306,22.638857,2.2965771131328188,0.8974788845547907
27.391672,42.82978,0.0,5.2663565,4.118257,52.511555,475.5435,258.0315,0.0,49.07469,25.623392,2.9731187007253634,0.5663284391511872
27.085533,41.17481,435.58383,13.160036,2.8402727,65.230515,435.7433,240.7787,65.09831,91.83756,23.68558,2.186563331335442,1.392070425056765
27.283545,42.186554,215.94348,8.479859,3.606744,58.703377,455.20233,253.33904,31.894915,60.865845,25.043839,2.551350861147824,0.888555956332822
27.820448,37.569633,2078.7517,20.486687,1.2917002,81.673096,428.73984,189.16856,628.6035,154.69699,22.846132,2.895139954603278,1.0020384806664526
27.312038,42.54329,49.600777,6.470408,3.95449,54.486523,470.55902,256.33374,1.103655,50.543827,25.501772,2.2522865161282724,0.6203621093194717
27.370193,41.906742,353.18552,10.058027,3.402853,62.264263,465.84143,249.27025,42.06551,74.07279,25.207872,2.23708603403689,1.220856724541522
27.225853,42.162285,199.37616,8.174977,3.6564054,58.751537,461.83304,254.20729,14.34067,67.33861,25.253916,2.1604527572187897,0.8823014292035231
28.005787,40.738243,988.81616,18.760979,1.8555962,76.525055,433.28638,222.15953,266.44797,63.650528,23.095413,1.5865039496036009,0.9502041714661951
26.325375,38.33756,893.5002,14.101493,1.4770805,70.15864,335.94745,210.5156,227.11319,86.53631,18.126003,2.331991951538159,2.13676639369258
26.206797,39.23769,527.9386,13.769726,1.8929193,67.02093,343.59222,223.09515,99.68526,89.22341,18.830114,2.0802400420608302,2.243813943595585
28.01166,40.800087,997.558,17.097542,2.0987284,75.33359,451.63428,222.98001,268.3551,69.46135,23.673988,1.519558069131608,1.0093354844962477
26.966442,41.92287,98.60926,6.801455,3.7083168,57.103992,446.94547,253.92236,0.0,72.96405,24.367342,2.949005081599299,0.9420183900557132
27.18844,42.206802,143.88556,7.5780115,3.750344,57.691177,460.39667,255.53922,6.8635273,68.51742,25.252165,2.7197447652085187,0.8316583872076838
27.15883,42.201286,110.748116,7.136892,3.7858245,57.01321,462.83282,255.95885,0.0,70.58789,25.195704,3.0441708786797403,0.8171461837228506
27.724356,40.19335,1055.5708,18.802475,1.8313589,76.8024,434.5328,217.25398,263.22177,96.034195,23.038292,1.8771252686848001,0.8153628628944427
28.030087,38.953995,1448.5039,20.1225,1.4318103,80.26111,436.5379,198.58253,423.54984,106.552345,22.926262,2.408891565168698,1.1630390014973149
27.356913,42.034378,362.84973,10.48687,3.3149302,63.880394,456.6637,249.44472,50.351322,70.917816,24.920517,2.111062446423396,1.3123815209989798
27.233507,42.4496,64.009285,6.3442097,3.9758885,55.38855,462.48343,258.0142,0.0,67.84083,25.354929,2.5298709395510817,0.7737054148378084
27.424688,42.90032,0.0,4.5244274,4.239168,51.099953,480.90393,258.27374,0.0,48.864323,25.845089,2.92094399224936,0.597196570162672
